Language,Text,Cleaned_Text
English,Very cute hat and glove set but did not fit my 3 year old. It fit my nephew who is 11 months old.,very cute hat and glove set but did not fit my 3 year old it fit my nephew who is 11 months old
Sheng,Huyu boy ame-doz tao.,huyu boy amedoz tao
Swahili,Aliens katika kategoria imezuiwa mara kwa mara kisheria nchi wakati wa kozi ya uwakilishi wao .,aliens katika kategoria imezuiwa mara kwa mara kisheria nchi wakati wa kozi ya uwakilishi wao
English,"Love the case ,the price is so lovely",love the case the price is so lovely
English,"Very good read. I liked the premise and the characters. The book kept my interest engaged from beginning to end. Unfortunately, I found the climax to be a bit of a letdown. While it was exciting, I felt like the final showdown should have been a more personal confrontation between the heroine and the villain. Still, I highly recommend it, especially if you like the Steven King style of horror novels.",very good read i liked the premise and the characters the book kept my interest engaged from beginning to end unfortunately i found the climax to be a bit of a letdown while it was exciting i felt like the final showdown should have been a more personal confrontation between the heroine and the villain still i highly recommend it especially if you like the steven king style of horror novels
English,"Nice candles, they're made of real wax/look real. They were a good deal price-wise. My only two issues.. The remote does not work on them. It's not a huge deal as you can turn them on/off manually from the small switch on the surface of each candle, where the batteries go in.. Also, this being my first experience buying flameless candles like these.. When you go with a darker color (VS White /Cream/Ect), the white 'flame' is very visible/obvious during the daytime/when not in use. That part looks very 'fake-y', if that bothers you. But overall, a good price for the real wax look, the amount of candles you get, and how they look when they're lit. Very nice.",nice candles theyre made of real waxlook real they were a good deal pricewise my only two issues the remote does not work on them its not a huge deal as you can turn them onoff manually from the small switch on the surface of each candle where the batteries go in also this being my first experience buying flameless candles like these when you go with a darker color vs white creamect the white flame is very visibleobvious during the daytimewhen not in use that part looks very fakey if that bothers you but overall a good price for the real wax look the amount of candles you get and how they look when theyre lit very nice
English,great sneaker. very comfortable...I ordered a shirt to match..great price. shipping came in 2 days..I love them..,great sneaker very comfortablei ordered a shirt to matchgreat price shipping came in 2 daysi love them
Swahili,Ordination .,ordination
Swahili,"Je , kuna kikundi kuja kutoka kwa mmoja wa benki juu ya hospitali ya watoto ambapo nilikuwa na kujitolea na uh walikuwa wanafanya mada na kila mmoja wa vijana wa execs coming walikuwa hasa wanaume na wanawake wote walikuwa na jacket ya kijivu. na suruali za kijivu au _ au sketi na blauzi nyeupe na tai ya rangi hiyo yaani unaweza kuwaambia wanawake kutoka kwa wanaume isipokuwa kwa urefu wa suruali .",je kuna kikundi kuja kutoka kwa mmoja wa benki juu ya hospitali ya watoto ambapo nilikuwa na kujitolea na uh walikuwa wanafanya mada na kila mmoja wa vijana wa execs coming walikuwa hasa wanaume na wanawake wote walikuwa na jacket ya kijivu na suruali za kijivu au _ au sketi na blauzi nyeupe na tai ya rangi hiyo yaani unaweza kuwaambia wanawake kutoka kwa wanaume isipokuwa kwa urefu wa suruali
Kikuyu,City ya Yan'an irĩ igũrũ mũno ta 975 m.,city ya yanan irĩ igũrũ mũno ta 975 m
Swahili,"Precipitous toba lead wa chuo kikuu cha paris , strategically tumezingatia ili kufuatilia volkeno ya pelee .",precipitous toba lead wa chuo kikuu cha paris strategically tumezingatia ili kufuatilia volkeno ya pelee
English,I never got this product,i never got this product
Sheng,Huyu boy wame-kam kwa matha.,huyu boy wamekam kwa matha
English,no need to get under the edge of the toilet.,no need to get under the edge of the toilet
Swahili,"Katika kona ya mercaderes na obispo ni renovated ya hivi karibuni , hotel ya enzi za 1920 ambos mundos ; heai aliishi na kuzima chumba cha 511 kwa miaka kadhaa wakati wa miaka ya 1930",katika kona ya mercaderes na obispo ni renovated ya hivi karibuni hotel ya enzi za 1920 ambos mundos heai aliishi na kuzima chumba cha 511 kwa miaka kadhaa wakati wa miaka ya 1930
Kikuyu,Alhaji Muniru Mohammed Limuna – mũnini wa ũrũmbũiya thayũ,alhaji muniru mohammed limuna mũnini wa ũrũmbũiya thayũ
Swahili,"Curragh na punchestown racecourses wapo hapa , na stud wa taifa , nyumbani kwa akielevuka stallions , ana baadhi ya farasi wenye mafanikio zaidi nchini humo .",curragh na punchestown racecourses wapo hapa na stud wa taifa nyumbani kwa akielevuka stallions ana baadhi ya farasi wenye mafanikio zaidi nchini humo
Swahili,Hiyo labda will,hiyo labda will
Sheng,Buda wame-kam kwa matha.,buda wamekam kwa matha
Kikuyu,Mũciĩ mũnene wa Kongo nĩBrazzaville.,mũciĩ mũnene wa kongo nĩbrazzaville
Swahili,Mafanikio yao ni halali na majimbo yao ni .,mafanikio yao ni halali na majimbo yao ni
Sheng,Msee tuna-chill job.,msee tunachill job
Sheng,Buda ana-zusha mashinani.,buda anazusha mashinani
Sheng,Donda wame-kam downtown.,donda wamekam downtown
English,It was soft before i sewed it in and lovely for the first week of sew in . Then it started to shed a little more and have knots. Reacts well to flat iron and holds curls with product. Not the best but its ok.,it was soft before i sewed it in and lovely for the first week of sew in then it started to shed a little more and have knots reacts well to flat iron and holds curls with product not the best but its ok
Swahili,"Vii ya alisema , ni workmanship hiyo .",vii ya alisema ni workmanship hiyo
English,Thinner then I thought used as dog collar and puller apart not very happy for what I needed them for.,thinner then i thought used as dog collar and puller apart not very happy for what i needed them for
Sheng,Manzi ana-zusha downtown.,manzi anazusha downtown
Swahili,Msisitizo imebadili kutoka mbinguni hadi kwenye ardhi .,msisitizo imebadili kutoka mbinguni hadi kwenye ardhi
Sheng,Ma-dem ime-weza mtaa.,madem imeweza mtaa
Swahili,Mauzo ya bidhaa ya bidhaa na huduma kwa mfuko mwingine kuliko mfuko wa marejeo .,mauzo ya bidhaa ya bidhaa na huduma kwa mfuko mwingine kuliko mfuko wa marejeo
Kikuyu,Gwĩ thimo nyingĩ itũmagĩrwo Abĩrika yothe.,gwĩ thimo nyingĩ itũmagĩrwo abĩrika yothe
Kikuyu,Hengyangcity irĩa nene yaChina.,hengyangcity irĩa nene yachina
Kikuyu,City ya Dengta irĩ igũrũ mũno ta 44 m.,city ya dengta irĩ igũrũ mũno ta 44 m
Swahili,Mfano mmoja wa jinsi sisi mbinu hii ya observer ya mshiriki ilikuwa katika utafiti wa ggd wa huduma zinazopatikana kwa ushuru kutoka ' baada ya ' pungua idadi ya mawakala wa habari za umma,mfano mmoja wa jinsi sisi mbinu hii ya observer ya mshiriki ilikuwa katika utafiti wa ggd wa huduma zinazopatikana kwa ushuru kutoka baada ya pungua idadi ya mawakala wa habari za umma
Kikuyu,Nĩ ĩhũthĩrĩtwo ta kĩndũ gĩa gũkumutha na gũtheriaNyũngũo hamwe na indo cia mbaũ na igera na kũnyorokia thiũ.,nĩ ĩhũthĩrĩtwo ta kĩndũ gĩa gũkumutha na gũtherianyũngũo hamwe na indo cia mbaũ na igera na kũnyorokia thiũ
English,Only a three star rating on this machine. My doctor isn't sure I should be using it.,only a three star rating on this machine my doctor isnt sure i should be using it
English,Product doesn’t work for my watch??!,product doesnt work for my watch
English,"Don't really care for this bird bath, it leaks.",dont really care for this bird bath it leaks
Kikuyu,Hindi iyo nirio TV iria nene chiaregire kumemerekia ihinda ria thiku karundo makiregana na mibango iyo.,hindi iyo nirio tv iria nene chiaregire kumemerekia ihinda ria thiku karundo makiregana na mibango iyo
Swahili,"Tiketi za makumbusho ya uskoti kuruhusu kiingilio pia kwa mikusanyiko kuu ya makumbusho ya kifalme , kutimiza lengo la curators la kuleta uskoti duniani , na ulimwengu wa scotland .",tiketi za makumbusho ya uskoti kuruhusu kiingilio pia kwa mikusanyiko kuu ya makumbusho ya kifalme kutimiza lengo la curators la kuleta uskoti duniani na ulimwengu wa scotland
Kikuyu,Meihekoucity irĩa nene yaChina.,meihekoucity irĩa nene yachina
Kikuyu,ici nĩ ingituma wira uthuthuke ta watho wa thirikari.,ici nĩ ingituma wira uthuthuke ta watho wa thirikari
Swahili,I saw one i thought i ' m crummy with that ' s a huh,i saw one i thought i m crummy with that s a huh
Sheng,Manzi tuna-chill tao.,manzi tunachill tao
Swahili,Vikosi vya gpra a shift katika lengo la mashirika ya shirikisho-mbali na wasiwasi kama huo wa jadi kama staffing na viwango vya shughuli na kuelekea matokeo ya overriding moja .,vikosi vya gpra a shift katika lengo la mashirika ya shirikishombali na wasiwasi kama huo wa jadi kama staffing na viwango vya shughuli na kuelekea matokeo ya overriding moja
English,"Cool looking backpack, has many pockets for stuff, light weight and durable, perfect for travel",cool looking backpack has many pockets for stuff light weight and durable perfect for travel
Swahili,"Naam , hiyo inategemea",naam hiyo inategemea
English,The bottle as depicted was different in what was received although the contents were the same. Need more time to evaluate the results,the bottle as depicted was different in what was received although the contents were the same need more time to evaluate the results
English,"Nice quality, the selection of sizes are nice.. it's make wearing one much more comfortable.",nice quality the selection of sizes are nice its make wearing one much more comfortable
English,"Shipping took longer than I expected, but i dont blame the seller. I havent tested it in the field so i dont know how it will last but it is SUPER comfy and really easy to put on. I will report back after a few days in the woods;)",shipping took longer than i expected but i dont blame the seller i havent tested it in the field so i dont know how it will last but it is super comfy and really easy to put on i will report back after a few days in the woods
English,"This would be fantastic- the idea is great. However, the way it unfolds and sits on the toilet, my kid's bum gets pinched sitting on it. It was a waste of money for us, I tossed it.",this would be fantastic the idea is great however the way it unfolds and sits on the toilet my kids bum gets pinched sitting on it it was a waste of money for us i tossed it
Sheng,Rasta ana-zusha chuom.,rasta anazusha chuom
Sheng,Manzi ame-doz base.,manzi amedoz base
Swahili,"Chakula hiki cha nutritionist na kitamu kipo kwenye moyo wa mlo mlo , na utaweza kununua kwa ukubwa wote ili kuchukua nyumbani .",chakula hiki cha nutritionist na kitamu kipo kwenye moyo wa mlo mlo na utaweza kununua kwa ukubwa wote ili kuchukua nyumbani
English,Is very nice and comfortable.,is very nice and comfortable
English,"We have used Frontline for years for flea and tick prevention. However, this summer it has not worked on fleas. I have made 2 applications, followed instructions, and our cats still have fleas. Not sure if their formula has changed or if it's the weather, but I have purchased a different brand of drops formulated only for fleas. We'll see if we have better luck with that.",we have used frontline for years for flea and tick prevention however this summer it has not worked on fleas i have made 2 applications followed instructions and our cats still have fleas not sure if their formula has changed or if its the weather but i have purchased a different brand of drops formulated only for fleas well see if we have better luck with that
Swahili,"Birahimbaye wa nguvu katika kaskazini make nyumbani kwa ajili ya cava , mmoja wa miungu ya hindu hindu zaidi .",birahimbaye wa nguvu katika kaskazini make nyumbani kwa ajili ya cava mmoja wa miungu ya hindu hindu zaidi
English,"It was surprisingly hard for my to find slippers that fit on like a shoe, so when I found these I was excited! They cute, unique, and rather comfortable to wear. They keep my feet warm without making them sweaty (which is always a plus!). Lots of people have seen me wearing them and have complimented on how cute they are and asked where I got them. XD",it was surprisingly hard for my to find slippers that fit on like a shoe so when i found these i was excited they cute unique and rather comfortable to wear they keep my feet warm without making them sweaty which is always a plus lots of people have seen me wearing them and have complimented on how cute they are and asked where i got them xd
English,"Using this at my entry door in the garage which is connected to a lamp light. Working good so far and it picks up the my movement every time. The only thing is, i wish it had a 30 second timer. It does have a 4 second timer which is good for testing. Anyway, i set the timer to 1 minute which is next lowest time. I do recommend this product though.",using this at my entry door in the garage which is connected to a lamp light working good so far and it picks up the my movement every time the only thing is i wish it had a 30 second timer it does have a 4 second timer which is good for testing anyway i set the timer to 1 minute which is next lowest time i do recommend this product though
Sheng,Donda tuna-chill tao.,donda tunachill tao
Sheng,Donda ana-zusha mtaa.,donda anazusha mtaa
Swahili,"Katika viwanja vya galatasaray , ambapo istiklal caddesi hujua kwa haki , njia ya chuma ya chuma yaliyo na kiingilio ya karne ya 19 lisesi , cee ya franco-kituruki ( shule ya sekondari ) ambayo elimu majina mengi makubwa katika kisasa historia ya kituruki .",katika viwanja vya galatasaray ambapo istiklal caddesi hujua kwa haki njia ya chuma ya chuma yaliyo na kiingilio ya karne ya 19 lisesi cee ya francokituruki shule ya sekondari ambayo elimu majina mengi makubwa katika kisasa historia ya kituruki
Sheng,Donda ame-doz job.,donda amedoz job
Swahili,"Nadhani ni kuhambiwa sababu kwa matibabu yako ya mtaalamu , doc .",nadhani ni kuhambiwa sababu kwa matibabu yako ya mtaalamu doc
Swahili,"Licha ya utangulizi wa teknolojia ya kisasa , hata hivyo , bonde hilo baki jamii ya kilimo kimya tucked katika baadhi ya milima ya kisiwa cha island .",licha ya utangulizi wa teknolojia ya kisasa hata hivyo bonde hilo baki jamii ya kilimo kimya tucked katika baadhi ya milima ya kisiwa cha island
English,Functional. Quite smooth. Low quality finish with silk screen printing peeled off when received. Knob on the handle can get loose and fall off.,functional quite smooth low quality finish with silk screen printing peeled off when received knob on the handle can get loose and fall off
