Language,Text
Kikuyu,Abraham Maslow arĩ mũthomi wa mbũgĩ kuma bũrũri waUnited Statesũrĩa kĩrĩra gĩake gĩkonie mũkuũko wa mabataro ma kĩmbũgĩ kĩmemerekete kĩharo-inĩ kĩu.
Swahili,"Kabla ya ge bought nbc , nje ya kila benki ya lifti katika kituo cha 30 rockefeller ilikuwa ni ishara ya ishara kila mfanyakazi ambaye alifanya kazi kwenye sakafu hiyo ."
Sheng,Ma-dem ime-weza kwa matha.
Kikuyu,Vigolzonecity irĩa nene yaItaly.
Swahili,"Kisha ya kamili ya 9 chote tunaeatakia yake katika neema ya serikali , kukubaliana na ubishi wa hali kuwa wateja walikuwa kwa sababu maslahi wange vinginevyo ."
Sheng,Huyu boy ime-weza chuom.
Kikuyu,"Nditimũrano cia baara nĩ ciarĩ kuo na njĩra nene mabũrũri maMorocco,Iraq,Algeria,Lebanon,Jordan,Kuwait,OmannaSudan."
Sheng,Karao ana-dai chuom.
Kikuyu,"Nĩ nyamũ ya mũthemba wa ""mamo"",iria iciaraga na ikongithia, thutha wa gukua ihu gwa kahinda(mammal)."
English,"Well, I wanted to like this book and I tried hard. Almost put it down a couple times. It's got a good dose of fantasy that I didn't enjoy. The story jumps around a lot and is difficult to follow. Reread several chapters trying to figure out what was going on. Character names were confusing. My apology but not my cup of tea."
Sheng,Arif ime-weza mtaa.
Kikuyu,"Mwakaini wa 2000 Cherif Mohamed Aly Aidara, ari mothudori wa NGO Mozdahir International Institute kou Senegal."
Kikuyu,Chetumalcity irĩa nene yaMexico.
English,Little pricey for contents but informative and cute
Swahili,"Hungerford aliongeza kwamba lengo la mapendekezo haikuwa sana hiyo skrini hiyo kwa kuingilia hatua bora ya sifa za utendaji wa skrini hiyo , lakini kwamba ni imbalance kati ya"
Kikuyu,Gĩtĩnumbunĩ ũrirũ ũhanĩka rĩrĩa kĩndũ kana mũtaratara ũkoragwo ũkĩgomerwo na hinya wa nja kana rũinaina rũrĩa rũiganaine na ngengecũa.
Swahili,Fasihi zinazohusiana na kuvuta pia anatanabaisha kuwa bakia kwa miaka kadhaa ni .
Swahili,"Kampuni ya hipsi imeamua kuendeleza bidhaa mpya , kwa jina la kazi o ' pole ' labelled ."
Swahili,Naam my real feeling about about the purpose of degree education is it really the time yes unafanya masomo wewe vitu zingine but you eventually forget most of it
Kikuyu,"gũthunguduo kwa magűrű
mũgogoteni
Injini ya ndogo ya maĩ
Ngari cia maguta ma Betũrű"
English,"I purchased the size based on other reviews It fits me perfectly. The shirt is a little boxy, but I tuck it in. You will need an undershirt as the shirt is lacey and doesn't come with a lining."
English,"Don't waste your money, a LED light bulbs are supposed to have a life span of 1-2 YEARS. More than 10 have burned in less than 6 month. Bad quality."
Kikuyu,City ya Rizhao irĩ igũrũ mũno ta 10 m.
Swahili,"18 ili kukabiliana na tawi la mtendaji wasiwasi kuhusu kiwango ambacho gao inaweza judicially ufichuzi wa kwenye wa habari nyeti , congress aliongeza utaratibu wa acertification ."
Kikuyu,Ndege ĩyo mũthemba wa kĩbĩrĩrĩki (helicopter) yarorete itũũra rĩaObuasimĩhango-inĩ ya kũrũa na ngware ngananie (“galamsey”).
Kikuyu,Njĩra ĩmwe ĩrĩa yahũthĩragwo nĩ andũ agima kũrũta ciana ũria ciagĩrĩirwo nĩ gũkũra itariĩ yakoragwo ĩ kũmaganĩra ng’ano.
Sheng,Msee ana-dai chuom.
Kikuyu,Maita maigi namathieti thi cia ruraya namaka iguthaneria na thi igi cia NGO ta World Food Programme.
Sheng,Huyu boy ame-hepa base.
Kikuyu,nĩ kũrĩ mũhari mũrũngaru na mũhari ũragonya(curve) na mũhari ũrogotha(twist)
English,Never buy an open source refurb
Swahili,"Naam , sisi kuwa sisi kwenye memphis na tulikuwa kwa nyuma na kuelekea louisville hapo ndipo sisi na louisville kentucky na uh unajua sisi kwenye vyakula vya haraka huko uh kwa kawaida napenda kwenda tu. pata watoto wakiwa nao katika nafasi ya hazizuiliki ambapo naweza kukaa chini na kutulia na kuweza kutazama pia"
Swahili,"Wafanyakazi wa fasab will , kama sahihi , fasihi inayotumika na kutoa ushauri kwa watu wenye maarifa na rasimu tafsiri ya viwango vya uhasibu wa kifedha ."
Swahili,"Kisha uso wake alibadilisha , na kwa ashtuke mrefu yeye mbele katika lundo la iliyozeeka , wakati odour wa mlozi chungu umejaza hewa ."
Swahili,"Katika memo moja ya hivi karibuni , ya frank luntz badala ya kuchunguza bill clinton , ambayo hakuna mtu yeyote nchini marekani anataka , tunafaa kulenga umakini wetu kwenye shirika la serikali ambalo lina athari hasi katika maisha yetu ya siku ya leo ."
Swahili,"Jengo la kifuti zaidi kwenye plaza ni cathedral-kama palacio de comunicaciones , teasingly jina la a.k.a a.k.a senora de las comunicaciones ( bi wetu wa mawasiliano ) ."
Swahili,Ushahidi wa dna unaonyesha kwamba neanderthals hawakuwa wahenga wetu .
Swahili,"It was a pretty black night , na raila drive hadi nyumba ilikuwa giza kama pitch ."
Sheng,Mbogi ana-dai mashinani.
Kikuyu,"mwisho wa thĩ wa north witagũo north pũrũ, na mwisho wa south ũgetwo south pũrũ."
English,A great finish to the story of the Defenders of Shannara
Kikuyu,- **Millie Rose Heywood**  ta Kelly
Sheng,Mbogi wame-kam kwa matha.
Kikuyu,"Kĩhĩrĩtũ nĩngerenwa, kaingĩ ya mbeca,  ĩheanagwo nĩ kĩama gĩa gĩthomo kana kĩama gĩa ndamathia kũrĩandũkana ikundi."
English,"Very nice, but came with a broken slat. It’s still functional"
English,It has great flow makes it hard to put down the people make u want to root for them love this author
Swahili,"Kituo cha manunuzi cha kimataifa cha kimataifa , gao-01-576 r , aprili 26 , 2001 ."
Sheng,Msee ame-omoka area.
English,"Highly recommend for those who don't like being spoon fed CGI garbage. Found myself getting chills throughout when the characters started solving the problems. This was one of the first 'first encounter' movies I've thoroughly enjoyed, let alone writing a review for one."
English,"Works well, better than the old pad!"
Swahili,"Watu kama marafiki zangu wa kisheria katika iowa , ohio , virginia , arizona na kentucky ambao na miaka ya maisha yao kwa harakati za huduma za kisheria ."
Kikuyu,Thinema ĩno nĩ ya rugũririo thĩinĩ wa National Museum yaNairobimweri wa kerĩ mwaka wa 2015.
Swahili,Ooh uko wapi kutoka
Kikuyu,Nyina wake oigire atĩ nĩ aakuire nĩ ũndũ wa Kũrũgama ngoro.
Kikuyu,Ndũgũkaingĩ ĩkoragwo ĩkĩorota maũndũ ta maya:
Kikuyu,City ya Quvasoy irĩ igũrũ mũno ta 409 m.
Kikuyu,City ya Andijan irĩ igũrũ mũno ta 450 m.
Swahili,Um-hum ooh kumbe she ' s young
English,"Works great for working out, only problem I had was I had to take my phone case off to use the phone in it"
Sheng,Karao tuna-chill area.
Swahili,That ' s true nilikuwa ndilipo na mtu before um this uh mtu before actually one of these calls
English,Let me start off by saying that this thing is super small . I saw a video of it that made it look bigger than it is . That’s the first thing you wanna know is is it too small for you . It seems about half the size of a normal RC car . I won’t comment too much further on it because I don’t know how it runs yet I’m still charging the batteries but it’s way too small . I will be buying a bigger one ☝️
Swahili,"Lakini , i guess i ' m a little encouraged with home price i ' m a cpa na nilikuwa naongea na mmoja wa wateja wangu wa jana , ama unajua over the last couple of days"
English,"I'm very pleased with the sign, however, I wish it came a size bigger. 5x7 would have been perfect for where I'm intending to locate it, but the 4x6 will do."
Kikuyu,Ciana nĩ icanjamũkaga nĩ ng’ano icio na ikaigwa irĩ njega mũno.
English,Fit perfectly and does everything as advertised.
Sheng,Manzi ana-zusha kwa keja.
Kikuyu,Cenita Ĩgoka nĩ Future Centers.
Sheng,Donda ime-weza base.
Kikuyu,"Linxia City irĩ igũrũ mũno ta 1,900 m."
Sheng,Donda ame-omoka chuom.
Kikuyu,Shenzhou Cityirĩa nene yaChina.
Sheng,Karao ame-doz kwa keja.
Sheng,Ma-dem ame-hepa kwa matha.
Kikuyu,City ya Bukhara irĩ igũrũ mũno ta 225 m.
English,Sydney and her friends who are involved deal with their deadly surroundings located in contemporary eastern Syria where ISIS holds sway.
Swahili,"Kwa upande mmoja wakala wa habari hutoa uteuzi mpana wa makala za ulaya , wakati katikati ya promenade hii ya kupendeza inasimama old , rousing monument kwa moja ya watoto wachache wa island ambao alifanikiwa kufanya alama kwenye historia ya kihispania ."
Kikuyu,Bururi waMbocinia na Hecengobina(Bosna i Hercegovina – Босна и Херцеговина) wĩ thiinĩ ya Rũraya ya mwena wa itherero.
English,They were very thin and the corners of the runners were curled up when we rolled them out!
Kikuyu,Ici nĩ ngari njeru cia  stagi ya űtuĩria na gűthondeka.
English,"ok for keeping a few papers separate but not the document storage envelopes, that I thought i was buying."
Sheng,Donda wame-kam area.
English,"This was bought for my 19 yr old because he is always losing his ID and I love that this case has the compartment for ID and Credit card, impact resistant should keep him from break his phone again.. CON is that it could be a bit more durable in material where the card info slides in."
Swahili,"Kwenye upeo wa macho , kulikuwa na mioto ."
Kikuyu,Mwanga ũhandagwo karũhonge kana katingi.
Swahili,"Kwa madawa ya kulevya wao kifo cha kifo kwa hilo , ni noma sana na nadhani labda hiyo ni njia ya tokyo ni pia au japan pia ni noma sana kwenye wahalifu"
Sheng,Msee ana-dai base.
Swahili,"Mara kwa mara , mmoja anatamani kuwa foster wange kutoka kwa meza yake ya maelezo na uchunguzi wa eneo kubwa la fasihi ."
Kikuyu,"Maũndũ ta kũgĩa na ũcamba, kũmenyerera igweta, gũthikĩrĩria na gwĩkĩrĩra motaaro ma arĩa anene gũgũkĩra nĩ mamwe ma maũgi macio."
Swahili,Ca ' daan ' could kama boda mweusi alisema chochote kwa .
Sheng,Huyu boy ina-lapa downtown.
Swahili,"Nachukua , dr ."
English,this product does not hold a charge at all. i have only used it couple of times. I have left it to charge for 24 hrs. when i decided to use it a day later the light would not come on and there is no indication on the iphone 7 that its being charged I tried different cables with the same result
Kikuyu,Ona thutha wa mibango ino kuragwanwo nayo ni ene TV thirikari niyathire na mbere kuhinga miambo ya analogue.
English,Lasted about a week before it broke I guess you get what you pay for
Swahili,"Bidhaa za vifaa vya maunzi kama vile steel , msambaza , nozzles , pampu , ukooo , mashabiki , mashabiki , mnara wa mnara , na vifaa husiani inahitajika kwa scr ya kawaida , fgd , au usakinishaji wa mifumo ya aci inatumika katika viwanda vikubwa kama vile ujenzi , uzalishaji wa kemikali , uzalishaji , na uzalishaji wa nguvu ."
Sheng,Arif ime-weza mashinani.
English,"Shirt fit my granddaughter perfectly through the torso, but a could be a little longer in arms."
Kikuyu,Mĩhothi ĩmwe ĩkoragwo na muoroto wa kũhe andũ mwĩhoko kũrĩ andũ amwe mathome.
Kikuyu,Cia mohoro ni taBBC Worrld NewsnaKTN News TV.
Sheng,Manzi ame-doz kwa keja.
Swahili,Kulikuwa na tetesi za upinzani miongoni mwa viongozi wa wafanyakazi .
English,Not 1 single seed came up out of all those seeds. Not even a little sprout started. Very disappointed.
Kikuyu,Samuel Sarpong – mwĩikari gĩtĩ waw kĩama kĩa National Democratic Congress (NDC)
English,"The product itself looks to be of good quality. However, 5 of the 10 post caps I ordered came without screws. It looks like the were lost before they were shipped because the packages were opened. Now I have yo try to find screws because there is not an option to ""reach the seller""."
Swahili,"Mali mali santo ( 1408 ) , , , , , , , , , , , , , , , , , , , , ( , ( , ( , ( , ( , katika sacristy ya zamani ."
English,"quick shipping, great product"
Sheng,Manzi ana-dai mtaa.
Kikuyu,Nyamungumi nĩ nyamũ ĩria ĩikaraga maaĩinĩ.
Swahili,Eeeh ilikuwa mbaya
Kikuyu,"Mukenia
Muthanduku
Muiri
Mukima
Mubau
Muthithinda
Muroha
Muthiti"
Sheng,Msee ame-hepa kwa matha.
Kikuyu,"Ningĩ nĩ ĩĩtagwo ""ũrwaru wa gũtheka"" tondũ wa gũtheka kwa andũ arĩa marĩ na mũrimũ ũcio."
Kikuyu,Uychicity irĩa nene yaUzbekistan.
Sheng,Rasta ina-bamba mtaa.
Sheng,Karao ime-weza base.
English,"It leaves the skin feeling CLEAN, which is always a plus for a cleanser. Its great for everyday use and doesn't dry out your skin, but still takes all the dirt and oils out! The little towelettes are also very nice after a long day, BUT don't work if youre trying to use them as wakeup removers."
Swahili,"Ingawa hatua hizi za supplementary zinaweza kuelezea kwa nini kaya binafsi zinaweza kuchagua kuokoa kiasi , kiwango cha kuhifadhi cha kibinafsi cha nipa unaonyesha kuwa watu ni vya mapato yao yote ya sasa na kuokoa kidogo kwa ajili ya siku zijazo ."
Kikuyu,"Rũthiomi rwa Kĩlatgalia (latgalīšu volūda, Latvia:latgaliešu valoda)nĩ rũthiomi rwa Kĩbalta rwaragio kaingĩLatviaya Irathĩro."
Swahili,Na vile nilijua tu nilikuwa kuwa unajua i just i ' m glad i don ' t have to go through that experience tena
Kikuyu,Nĩgwo bũrũri ũria mũthiu na mbere mũno South America.
Kikuyu,"Nĩ gĩtĩrĩngĩ kĩembembanĩtie mĩthemba mĩingi ya mawigwi, tamĩmako('awuu!'"
Sheng,Buda ame-omoka base.
Swahili,Yeah that ' s that ' s pretty i can ' t handle it very long i mean i ' m i ' m a sports fan lakini ni '
English,"This thing is amazing quality. Pretty much just for show, but I’m still going to use it for field dressing small game just because. Recommended"
Kikuyu,Yambĩrĩire bũrũri-inĩ waTunisiata icũgita rĩa gũkũmithia ungumania na ũtũũro kũritũha.
Kikuyu,Bibilia ya Wycliffe nĩ yacomoririo mbere ya mwaka wa 1384.
Kikuyu,"Andũ a mbarĩ arĩa makuĩte nĩ marugagwo na njĩra cia kĩndũire na kũrĩo, harĩa metĩkagia nĩ makũricũria roho wa akui."
Sheng,Ma-dem ina-bamba mtaa.
Swahili,"Magharibi , baada ya yote , ni mtu ambaye anaweza kuwa na si feat ya kushiriki stages na al sharpton na michael lerner , ingawa sio ( mbali kama i ) kwa wakati mmoja ."
English,Fits perfectly right next to my wall and toilet. Holds a lot of magazine and a few books.
Swahili,"Mtu wewe unajua kuna wasanii wengi sana wa rip hapa mjini , it ' s it ' s really a sin it really"
Kikuyu,Gĩtweekĩarũũĩkana gaciĩ nĩ macirangaya kĩhuumo ya rũũĩ harĩa ĩhanyũkagĩra ĩkĩingĩra matiemainĩ ma hũngũrũrũ yayo.
Kikuyu,"Nyabara Peter Bafemi Anala**, Karaũ Mũmbũkia Officer Manaen Twum Ampadu**, Karaũ Ernest Addo Mensah** – Aruti wĩra a mbirarũ ya rĩera a Ghana."
Swahili,"Mandhari ya mandhari ya hong kong inaanza katika ngazi ya bahari na traffic ya maji ya enthralling mchanganyiko wa freighters , feri , resort , junks , na yachts ."
English,"My only complaint if I really had one would be that I wish it was a little thicker. It is great quality, stays on the bed well, and a great value for the price. Super comfortable!!!"
Swahili,Sijawahi kuchukua chumvi karibu nayo .
English,"When the screen protector is on the phone and when I make calls the screen is black. When I take it off it is normal. I sure don't know why this is so, but I do not like what it does to my phone. I have an email into customer service to see why this is happening. It should work if it's recommended for these Jitterbug phones. I have spent all afternoon trying to resolve this and I am feeling very angry toward this whole wasted afternoon."
